HIP,RArad,DErad,Hpmag
20049,64.49656928,-80.21418072,5.8246
20070,64.56073093,50.29563946,4.6223
20075,64.56697492,-20.71530609,5.9987
20087,64.59642306,21.57937937,5.7131
20156,64.80492571,50.04883762,5.5259
20161,64.81935492,-44.26783034,5.4937
20171,64.85866176,21.14241073,5.4789
20186,64.90286194,21.77359172,5.3085
20205,64.94805797,15.6277001,3.8123
20219,64.9901455,14.03524961,5.6514
20234,65.04796753,50.92095146,5.5458
20250,65.08847827,27.35094051,5.1121
20252,65.10273353,34.56674246,5.0895
20261,65.15102026,15.09550354,5.3233
20264,65.16248795,-20.63959904,5.3834
20266,65.16818699,65.14045285,5.4102
20268,65.17188968,6.13090666,5.9213
20271,65.17846601,-7.59249105,5.8129
20297,65.24179795,-81.58022665,5.8633
20354,65.38811903,46.49896266,4.8094
20376,65.44826277,60.7359015,5.5234
20380,65.46592188,56.50630012,5.9568
20384,65.47173218,-63.38681532,5.4
20400,65.51437386,14.07725046,5.7967
20417,65.59471257,20.82141891,5.9458
20430,65.64554318,25.62935778,5.3693
20455,65.73344726,17.54258445,3.9308
20465,65.77358739,-24.89211889,5.9373
20484,65.85415961,16.77732704,5.7146
20507,65.92033496,-3.7453324,5.2039
20522,65.96598977,9.46098346,5.143
20535,66.00902221,-34.0169862,4.0941
20542,66.02372383,17.44421156,4.8526
20579,66.12141969,34.13084082,5.7192
20591,66.15593379,33.95988857,5.8454
20635,66.3420783,22.29398101,4.2573
20641,66.35393597,22.20011252,5.3388
20648,66.37215595,17.92798892,4.3212
20704,66.52607238,31.43920658,5.4506
20711,66.57664507,22.81369389,4.3556
20713,66.58613202,15.61834634,4.5524
20732,66.65156945,14.71385769,4.8523
20776,66.76206175,80.82421014,5.5849
20789,66.8226991,22.99636882,5.4969
20804,66.86987539,11.21233164,5.8946
20825,66.94184562,-62.5212144,5.9026
20842,67.00300695,21.62000581,5.7887
20860,67.05539687,83.80776277,5.4794
20873,67.09723562,14.74102616,5.9812
20877,67.10985511,16.35962899,5.1264
20884,67.13378865,1.38087386,5.504
20885,67.14346811,15.9622172,4.0043
20889,67.15388847,19.18052103,3.6992
20894,67.16531227,15.87094681,3.4597
20901,67.20875437,13.04763905,5.0849
20922,67.27885554,-13.0483673,5.5352
20982,67.50249444,83.34013141,5.6225
20995,67.53555307,15.63789832,5.646
21029,67.63987122,16.19407539,4.8343
21036,67.65541034,13.72445024,5.4724
21039,67.66177754,15.69193816,5.537
21060,67.70874033,-44.95374346,5.0008
21139,67.96945598,-0.04399117,5.0807
21148,68.00768144,53.91084624,5.8249
21192,68.15642864,-3.20950032,5.7388
21248,68.37762289,-29.76583176,4.6619
21253,68.39208211,-62.82363055,5.9522
21273,68.4618969,14.84448748,4.7185
21278,68.47804023,-6.73889623,5.6784
21281,68.49882662,-55.04500553,3.2372
21295,68.53448404,5.56863529,5.7097
21296,68.54850713,-8.23135935,5.263
21297,68.54913216,-8.96998489,5.3758
21323,68.65830027,28.96120349,5.8746
21393,68.88779881,-30.56231068,3.973
21402,68.9134731,10.1609169,4.301
21421,68.98000194,16.50976158,1.0024
21444,69.07975228,-3.35244801,3.8713
21452,69.10096888,64.26162025,5.9181
21476,69.17264047,41.26485483,4.3946
21479,69.19032364,-62.07698175,4.6635
21515,69.30698478,0.99832727,5.285
21547,69.40044385,-2.47339207,5.2896
21588,69.53906597,16.03338797,5.8599
21589,69.53917405,12.51087417,4.3136
21594,69.54529569,-14.30358698,4.0248
21604,69.56599375,20.68474231,5.8562
21644,69.72330708,-12.12307837,5.0341
21670,69.77542914,7.87098782,5.4475
21673,69.78832111,15.80003324,5.1269
21683,69.81854939,15.91802401,4.7248
21685,69.83182534,-14.35888747,5.6183
21727,69.97786296,53.07957349,5.2418
21730,69.99181751,53.47323817,5.4474
21735,70.01424287,12.1976409,5.4147
21743,70.02852577,-24.48241116,5.7241
21763,70.11039166,-19.67125723,4.3758
21770,70.14092924,-41.86357022,4.5287
21819,70.3322317,28.6150666,5.7473
21823,70.35037277,48.30098853,5.6662
21861,70.51435914,-37.14476605,5.1297
21881,70.56126434,22.95697573,4.2366
21914,70.69356882,-50.48141821,5.4629
21928,70.72624441,43.36526376,5.3188
21949,70.76644513,-70.93111202,5.4909
21958,70.78880755,-30.76539548,5.8079
21972,70.83999363,49.97382633,5.8765
22024,71.02215831,-8.50357398,5.7567
22028,71.03312422,-18.66654312,5.5474
22040,71.08799646,-59.73284054,5.3404
22044,71.10737309,11.14616946,5.4592
22086,71.2672943,-21.28334116,5.8437
22109,71.37558779,-3.25462486,3.9696
22157,71.50708674,11.70560839,5.4116
22263,71.90088412,-16.93486735,5.6184
22287,72.00090257,56.75753914,5.3476
22325,72.13553601,-16.32958116,5.8767
22336,72.15084318,-5.67343881,5.9
22393,72.30347931,31.43762497,5.7403
22407,72.32941455,32.58826816,5.9123
22449,72.45890914,6.96124728,3.2862
22453,72.4777774,37.48818157,5.0115
22479,72.54828809,-16.21728357,5.1981
22509,72.65300896,8.90025307,4.3669
22531,72.73077757,-53.46172157,5.666
22545,72.78901557,48.74075812,5.8105
22549,72.80152507,5.60510135,3.6236
22565,72.84338913,18.83994061,5.1512
22573,72.86749471,-34.90623212,5.8634
22626,73.0215394,63.50564969,5.4857
22667,73.13318166,14.25077808,4.7029
22678,73.15833033,36.70319673,4.9215
22699,73.19902285,42.5866258,5.7219
22701,73.22366841,-5.45275582,4.4373
22730,73.34481413,2.508265,5.4049
22783,73.51254411,66.34266005,4.294
22797,73.56289884,2.4406716,3.647
22833,73.69544451,11.42597354,5.2269
22834,73.699141,7.77916321,5.4968
22840,73.71128584,0.46717839,5.9461
22845,73.72376741,10.15114489,4.6861
22854,73.76309081,55.25912969,5.5351
22860,73.77841991,-16.74064805,5.8663
22871,73.79641514,-74.93700244,5.5916
22881,73.82767581,-16.41785477,5.8703
22913,73.95898384,15.04030654,5.7673
22936,74.02948686,52.8697169,5.788
22957,74.09300433,13.51457808,4.2355
22958,74.10078874,-5.17135042,5.4647
23015,74.24840149,33.16613574,2.8337
23040,74.32175114,53.75208276,4.4473
23043,74.34311438,17.15370697,5.6743
23068,74.45269031,23.94858519,5.9648
23088,74.53906822,25.05052117,5.8065
23123,74.63709524,1.7140348,4.6307
23148,74.71244747,-82.47052257,5.9969
23166,74.75599123,-16.37633674,5.7535
23179,74.81406452,37.8904826,4.9506
23221,74.96017038,-10.2629926,5.5358
23231,74.98213778,-12.53720463,4.8507
23265,75.08632007,81.19402098,5.2506
23362,75.35649125,-20.05188074,4.8902
23364,75.35977079,-7.17397812,4.7314
23416,75.49222145,43.82331367,3.1457
23430,75.54069162,-26.27484317,5.1748
23453,75.61950031,41.07588922,3.8549
23467,75.67918693,-71.31432601,5.4696
23474,75.68726907,-22.79508787,5.9053
23482,75.70302231,-49.15147331,5.4746
23497,75.77376682,21.59006167,4.6767
23522,75.85457216,60.44228148,4.1838
23554,75.97189716,-24.3880571,5.6276
23595,76.10129915,-35.48287056,4.701
23607,76.1422433,15.40418045,4.6541
23649,76.24146872,-49.57783017,5.1708
23668,76.31745467,-26.15223978,5.8714
23680,76.34880977,1.17763608,5.8483
23685,76.36521684,-22.37085672,3.3215
23693,76.37787653,-57.47298941,4.8191
23734,76.5352494,58.97239097,5.2033
23767,76.62862074,41.23464072,3.116
23783,76.66940958,51.59814313,5.0584
23794,76.69019531,-4.65516307,5.0924
23835,76.86115039,18.64500685,5.0444
23840,76.89171308,-63.39957028,5.225
23871,76.95178574,20.41845459,5.3302
23875,76.96264165,-5.08626273,2.8258
23879,76.97030454,8.49857325,5.4153
23883,76.9809785,21.70483598,5.8667
23900,77.02759302,24.26518776,5.517
23916,77.08411654,-8.66527373,5.7845
23941,77.18194467,-4.45624612,5.2135
23972,77.28659584,-8.754076,4.1942
23983,77.33168484,9.82959763,5.498
24010,77.4248306,15.59727188,4.8886
24109,77.67862896,46.9624354,5.7743
24162,77.82970513,-2.49078585,5.9989
24169,77.8452184,-11.84922734,5.2571
24197,77.92317287,16.04565769,5.3003
24244,78.07453069,-11.86914301,4.426
24254,78.09354108,73.94674379,5.4022
24305,78.23280447,-16.2054292,3.2528
24327,78.30785402,-12.94128872,4.3328
24331,78.32283192,2.86125379,4.6378
24340,78.35721509,38.48467389,4.8902
24372,78.43927831,-67.18534974,4.9799
24426,78.62015794,-35.9770308,5.9087
24436,78.63446385,-8.20163958,0.193
24450,78.68355192,5.1561293,5.6513
24504,78.85171582,32.68757014,5.076
24505,78.85152262,-26.94343708,5.0438
24555,79.01724659,11.34136965,5.5245
24608,79.17206466,45.99902905,0.2385
24659,79.37093078,-34.89438955,4.9799
24674,79.40166213,-6.84438593,3.5544
24679,79.4176929,-13.51970792,5.6446
24727,79.5439505,33.37200414,4.6925
24732,79.55521964,73.26813643,5.8126
24738,79.56534438,42.79218485,5.5156
24799,79.75008057,33.74846562,5.3217
24813,79.7836601,40.1006672,4.8232
24817,79.79678979,2.59593572,5.4331
24822,79.81912412,22.09669104,5.1166
24829,79.84214065,-50.60652,5.5501
24831,79.84869631,-27.36886428,5.9799
24845,79.89385844,-13.17677717,4.202
24873,79.99596126,-12.31560464,5.257
24879,80.00383771,33.95806241,5.121
24902,80.06118218,41.0863388,5.5089
24914,80.09422767,62.65371656,5.7361
24927,80.11213252,-21.23973929,4.6925
25001,80.30286805,29.56988462,5.6897
25028,80.38268248,-0.41649414,5.6293
25041,80.43150681,8.42856367,5.7445
25044,80.44061548,-0.3824694,4.6616
25045,80.44278182,-24.77294979,5.189
25048,80.45168841,41.80466336,5.173
25110,80.64073935,79.23075694,5.19
25142,80.70833878,3.54444773,4.9403
25143,80.70968542,41.02925322,5.5885
25187,80.82713051,-8.41558784,5.9845
25194,80.8500189,-39.67843556,5.7816
25197,80.8659436,57.54453159,5.2468
25202,80.87564932,-13.92734987,5.1642
25223,80.92628586,-0.15981322,5.6235
25247,80.98681834,-7.80795536,4.2952
25278,81.10545976,17.38355182,5.1149
25280,81.11861892,-16.97574211,5.6519
25281,81.11923807,-2.39713913,3.2919
25282,81.12046242,-0.89166924,5.2306
25291,81.16052738,31.14316301,5.9587
25292,81.16309204,37.38537503,5.152
25302,81.18677715,1.84644604,4.8229
25329,81.25725922,-10.32884527,5.7281
25336,81.28278339,6.34973457,1.5493
25397,81.49926203,-19.69535302,5.934
25428,81.57290832,28.60787362,1.6151
25429,81.58032023,-58.91259861,5.2987
25471,81.7033472,34.39182766,5.9676
25473,81.70928455,3.09567703,4.5111
25488,81.77215804,-40.94377309,5.931
25492,81.78447033,30.20861388,5.7621
25499,81.79203666,17.96226762,5.3743
25539,81.90868347,21.93698211,4.8286
25541,81.9120308,34.47598646,5.2363
25555,81.9400248,15.87410346,5.5302
25583,82.00666904,17.23924168,5.8679
25606,82.06135954,-20.759232,2.9674
25608,82.06386196,-37.23093132,5.5758
25695,82.31871951,25.15030655,5.4671
25708,82.34875704,-3.44637075,5.9638
25737,82.43325601,-1.0921758,4.8168
25751,82.47822152,1.78926098,5.6981
25768,82.53942451,-47.07733405,5.5921
25769,82.54254017,63.06723197,5.5061
25790,82.60905647,15.36054245,5.9716
25813,82.69603299,5.94821773,4.1585
25853,82.78176497,-20.86355456,5.5454
25859,82.80306422,-35.4704359,4.0314
25861,82.81054983,3.29213501,5.3929
25918,82.96942467,-76.34166328,5.3394
25923,82.98275103,-7.30152626,4.5203
25930,83.0016655,-0.29909343,2.1361
25945,83.05313068,18.59424522,4.3349
25950,83.05893615,17.05815344,5.5036
25980,83.17231049,-1.59183265,5.2744
25984,83.18197569,32.19203144,4.8053
25985,83.18255807,-17.82229214,2.6426
25993,83.21407021,-38.51334589,5.6187
26001,83.24802012,-64.22751404,5.5046
26019,83.28048477,-35.13930793,5.9213
26063,83.38102879,-1.15607145,5.2902
26064,83.38179105,18.54023088,5.6614
26069,83.40631789,-62.48985574,3.903
26093,83.47618842,14.30559189,5.5652
26126,83.56995909,3.76693362,5.3527
26169,83.68659232,-73.74136677,5.7968
26176,83.70515782,9.48958544,4.3451
26197,83.75419236,-6.00926936,5.5912
26199,83.76117136,-6.00202879,4.6889
26207,83.78449086,9.93416302,3.3298
26215,83.80516185,10.24010206,5.6409
26219,83.81439461,-33.08000918,5.9318
26220,83.81588707,-5.38727971,4.8593
26221,83.81860906,-5.38969673,4.6103
26224,83.82165271,-5.38767741,4.7663
26235,83.84541587,-5.41606364,4.9953
26237,83.84650676,-4.83834053,4.5178
26241,83.85825448,-5.90989986,2.6706
26248,83.86300233,24.03963799,5.348
26268,83.91452096,-4.8560864,5.3137
26311,84.05338544,-1.20191724,1.6235
26344,84.14676975,54.42868424,5.8333
26345,84.1487227,-6.06475251,5.6299
26366,84.22637795,9.29141203,4.235
26382,84.2654569,17.040409,5.5961
26394,84.28663594,-80.4716744,5.7855
26396,84.28682485,26.92452779,5.8125
26427,84.36398361,-5.93838571,5.9561
26451,84.41118462,21.14259289,2.9184
26460,84.43601262,-28.68979373,5.3864
26487,84.50463468,7.54145559,5.8523
26535,84.65821966,-6.57395782,5.8817
26536,84.65874804,30.49244271,5.4441
26545,84.68136144,-40.70735758,5.7894
26549,84.68652551,-2.60006563,3.6811
26551,84.69009956,-2.59968627,3.7103
26563,84.72121586,-7.21270852,4.8242
26594,84.79644094,4.12146652,4.4935
26634,84.91224966,-34.07404939,2.6124
26640,84.93413623,25.89714888,5.1278
26649,84.95771439,-32.62913919,5.6007
26727,85.18968667,-1.94257852,1.6812
26736,85.21131605,-1.12878589,4.8716
26777,85.32381478,16.53418352,4.8026
26865,85.55815988,-22.37373691,5.9088
26868,85.56329542,-34.66793671,5.2851
26882,85.61020132,65.69770154,5.7831
26885,85.61943461,1.47466482,5.0619
26966,85.84024554,-18.55744309,5.7349
27072,86.11656244,-22.44748675,3.6977
27100,86.1934131,-65.73554065,4.3927
27196,86.47520566,49.82628344,5.4871
27204,86.49955375,-32.3063801,5.071
27243,86.61402514,-46.59722029,5.4772
27249,86.62653942,56.11571825,5.9824
27265,86.68955648,15.82250429,5.9859
27280,86.7173102,9.52249966,5.9385
27288,86.73895722,-14.82194738,3.5778
27316,86.80479036,14.48842435,5.7503
27321,86.82118072,-51.06671341,3.9077
27338,86.8591557,17.72915257,5.5454
27364,86.92877026,13.89963146,5.2279
27366,86.93911657,-9.66960181,2.0065
27386,87.00096502,6.45421054,5.3227
27468,87.25399701,24.56755405,5.0445
27483,87.29358147,39.18113366,4.678
27511,87.3872645,12.65136601,4.8712
27517,87.40231139,-14.48355008,5.6458
27530,87.45657006,-56.16648846,4.6622
27533,87.4729562,-22.97192395,5.894
27534,87.47313957,-66.90123062,5.0585
27549,87.51115284,9.87122223,5.9456
27566,87.56999732,-79.36152281,5.4416
27581,87.62043129,14.30569868,5.7182
27621,87.72174415,-52.10868735,5.3293
27628,87.73980343,-35.76929221,3.2833
27629,87.74213268,27.96783328,5.7547
27639,87.76004258,37.3056819,4.8122
27654,87.82980354,-20.87751377,3.9262
27658,87.84159755,-7.51800247,5.2864
27673,87.87246931,39.14847991,4.1381
27713,88.03221078,-9.04197865,5.9961
27743,88.092926,14.17179381,5.5857
27750,88.110178,1.85515775,4.9281
27766,88.13817704,-37.63099076,5.7862
27810,88.2786847,-33.80143944,4.8321
27830,88.33184837,27.61228508,4.5611
27890,88.52458412,-63.09102105,4.8015
27913,88.59618362,20.27641465,4.5219
27938,88.68160639,-11.77426099,5.7444
27947,88.70878536,-52.63607277,5.3642
27949,88.71160769,55.70690476,4.9918
27955,88.71872483,-39.95790959,5.6606
27965,88.73619419,19.74962371,5.8677
27971,88.74093761,59.88841228,5.2145
27973,88.7459185,31.70193288,5.9493
27989,88.79287149,7.40703653,0.4997
28010,88.87454282,-37.12060939,5.1402
28098,89.08726171,-31.38245486,5.6132
28103,89.10132629,-14.16803817,3.7888
28110,89.11681567,9.5094191,5.9701
28199,89.38421622,-35.28330684,4.3092
28237,89.49857357,25.95391581,4.7985
28271,89.60183011,1.83712773,5.9578
28287,89.65648631,-44.03458552,5.9845
28296,89.70658756,0.55297374,5.2248
28302,89.72184015,12.80825746,5.8528
28325,89.76794854,-9.55813958,5.0983
28328,89.78662737,-42.81510752,4.1205
28358,89.88145942,54.28498163,3.8904
28360,89.88237269,44.94743488,1.9038
28380,89.93015902,37.21276398,2.6103
28404,89.98375551,45.93675331,4.3115
28413,90.01393969,-3.074077,4.6893
28484,90.20499108,-51.2165528,5.7164
28499,90.24399524,47.9019743,5.7169
28524,90.31789223,-33.91177142,5.6569
28574,90.46010793,-10.59793952,4.929
28614,90.59579379,9.6473678,4.1792
28675,90.81483774,-26.28475064,5.177
28691,90.86400148,19.69061007,5.1135
28716,90.97993188,20.13845834,4.6946
28734,91.03006859,23.26363208,4.3198
28744,91.05626504,-6.70895031,5.221
28756,91.08448519,-32.17272398,5.5825
28812,91.24244816,5.41996995,5.8371
28814,91.24316612,4.15867686,5.7947
28816,91.24638603,-16.48442703,4.9878
28823,91.26425104,42.98198525,5.9839
28854,91.36258153,-10.24265921,5.9699
28855,91.36320398,-35.51368649,5.8186
28899,91.52304854,-29.75852207,5.8133
28909,91.53900968,-66.03968895,5.7068
28910,91.53889177,-14.93528631,4.689
28943,91.63376348,-23.11077632,5.4956
28946,91.64620703,38.48277226,5.4204
28949,91.66141822,-4.19382482,5.3357
28984,91.73965417,-21.8122903,5.7503
28991,91.76401191,-62.15441125,5.2044
28992,91.7652857,-34.31202176,5.8024
29034,91.88180029,-37.25292082,4.9753
29038,91.89300744,14.76852309,4.3588
29048,91.92345905,-19.16600387,5.372
29064,91.97028169,-42.15400151,5.5105
29134,92.18476735,-68.84345723,5.031
29150,92.24111382,-22.42728323,5.4933
29151,92.24126831,2.4997267,5.7324
29205,92.39389056,-14.58469058,5.7277
29225,92.43327249,23.11346968,5.7995
29234,92.44960988,-22.77449024,5.8084
29246,92.49581134,58.9356486,5.5222
29263,92.54341629,-40.35396996,5.5869
29271,92.55918066,-74.75252786,5.2164
29276,92.57463773,-54.96866063,4.637
29294,92.64452689,-27.15420415,5.8769
29353,92.81256287,-65.5897049,5.0769
29379,92.88460552,24.420379,5.9977
29388,92.90241095,48.71112469,5.8281
29417,92.96590068,-6.5502824,4.9864
29426,92.98498649,14.20881433,4.3991
29433,93.00557937,19.79057163,5.7467
29434,93.0136509,16.13044679,4.9122
29451,93.08387478,32.69338942,5.8635
29490,93.21271993,65.7184992,5.5162
29575,93.47601851,-3.74142328,5.9929
29616,93.61910362,17.90637884,5.9353
29629,93.65294395,-4.56846315,5.7712
29650,93.71223287,19.15688947,5.2959
29651,93.71390174,-6.27472754,4.1465
29655,93.71956913,22.5068238,3.2945
29678,93.78523888,13.85107237,5.8291
29696,93.84473569,29.49871207,4.4867
29704,93.85469537,16.14320601,5.3072
29716,93.89315527,-0.51165872,5.7306
29730,93.9187826,59.99903418,5.5184
29735,93.93699475,-13.71838682,4.9835
29736,93.93735923,12.55107058,5.485
29771,94.03206858,-16.61800861,5.9081
29800,94.11070865,12.27171048,5.1382
29807,94.13806383,-35.14073125,4.5365
29842,94.25512538,-37.73764951,5.7066
29850,94.2775697,9.94253598,5.4326
29852,94.28988553,-37.25344287,5.9287
29860,94.31770215,5.09969599,5.8305
29895,94.42388589,-16.81591329,5.316
29919,94.47846677,61.5152923,5.0034
29941,94.55721571,-19.96699219,5.4529
29996,94.71075187,-9.38996329,5.5309
29997,94.71158252,69.32003429,4.7792
30011,94.74573888,-20.92562086,5.7333
30060,94.90579434,59.01090542,4.4594
30069,94.92063878,-34.39659519,5.7368
30073,94.92833686,-7.82291006,5.2032
30093,94.99835143,-2.94449042,5.0033
30099,95.01761547,14.65116884,5.7744
30122,95.07827961,-30.06337653,2.9524
30143,95.15099683,-34.14419293,5.4788
30214,95.35299082,-11.77324338,5.5389
30247,95.44211729,53.45239491,5.4401
30277,95.52852188,-33.43627292,3.9932
30321,95.65929229,-69.98412783,5.6847
30324,95.67494722,-17.95591681,1.8911
30342,95.73278665,-56.36992077,5.6731
30343,95.73996356,22.51385018,2.9141
30419,95.94207343,4.59283885,4.4559
30436,95.98297439,-25.57752968,5.7311
30444,96.00424599,-36.70789659,5.7866
30457,96.04313824,-11.53000987,5.372
30463,96.05783027,-60.28139799,5.7871
30520,96.22459115,49.28789884,5.0056
30545,96.31836237,-0.94535284,5.9959
30565,96.36937908,-69.69078685,5.5411
30591,96.4318978,-48.17684916,5.7478
30651,96.60776584,56.28504377,5.5976
30666,96.66496309,-1.50726451,5.8997
30679,96.70366342,58.41741344,5.3358
30703,96.76723238,-58.00210565,5.9884
30717,96.80733232,0.29926638,5.3736
30720,96.81496014,-0.27598678,5.7052
30728,96.83531776,2.90825606,5.7109
30772,96.98988348,-4.76214663,4.9912
30788,97.0425727,-32.58012947,4.4188
30827,97.14203611,30.49306995,5.9029
30836,97.15587249,-17.46603279,5.9273
30840,97.16351894,-32.37129733,5.671
30867,97.20447391,-7.03305166,3.7921
30883,97.24079322,20.21216674,4.0991
30932,97.36891566,-56.85284445,5.3654
30953,97.45469375,-50.23895952,5.3084
31037,97.69288848,-27.76958914,5.8667
31072,97.80457223,-35.25886116,5.9704
31079,97.82591384,-51.82620752,5.7004
31084,97.8459152,-12.39190901,5.327
31119,97.9512021,11.54434365,5.2842
31121,97.95861444,-8.15818093,5.5935
31125,97.9640342,-23.41843681,4.2586
31137,97.9929655,-58.75384089,5.679
31165,98.08888803,-37.69651413,5.4125
31167,98.0963736,-5.86871841,5.6741
31173,98.11334494,32.45494036,5.8784
31190,98.16240997,-32.03045402,5.6609
31216,98.22595667,7.33297908,4.5019
31277,98.40072046,14.1553745,5.734
31278,98.40800307,-1.22011046,5.0482
31299,98.45621403,-36.23226751,5.5671
31362,98.64720389,-32.71626096,5.5963
31407,98.74411392,-52.97563447,4.3706
31416,98.7640827,-22.96483331,4.533
31434,98.80025823,28.022344,5.268
31446,98.8159561,0.89022217,5.7994
31457,98.85093456,-36.77993015,5.5514
31564,99.09523978,-18.65994392,5.8699
31579,99.1368239,38.44555222,5.3488
31583,99.1472096,-5.21110833,5.4943
31592,99.17082881,-19.25570935,4.12
31637,99.30767522,-36.99068409,5.6824
31665,99.40999531,56.85750713,5.8799
31681,99.42792544,16.39941401,1.929
31685,99.44029877,-43.19592397,3.1395
31688,99.44809875,-32.33989052,5.417
31700,99.47260805,-18.23745709,4.5975
31737,99.59591395,28.98439153,5.7655
31765,99.65680199,-48.22023146,5.209
31771,99.66481049,39.3911161,5.8516
31789,99.7049442,39.90258795,5.3219
31827,99.81965161,-14.14574685,4.9771
31832,99.83261262,42.48901185,4.9636
31852,99.88801575,28.26315795,5.9973
31870,99.92777374,-30.47002421,5.8707
31897,100.01211852,-80.81372258,5.6721
31940,100.12015451,77.995797,5.8765
31978,100.24442156,9.89576028,4.5554
31992,100.27268665,0.49533549,5.7557
32064,100.48485946,-9.16742452,5.3245
32104,100.60134334,17.64551379,5.2513
32173,100.77086769,44.52452341,5.1674
32226,100.91102446,3.93253477,5.869
32246,100.98304103,25.13115545,3.1915
32249,100.99705871,13.22814314,4.6618
32292,101.11862098,-31.07053792,5.1843
32311,101.1894366,28.97098938,5.5643
32362,101.3226399,12.89605512,3.4417
32385,101.37996182,-30.94899095,5.5752
32402,101.47383846,-52.40971351,5.9362
32411,101.49750486,-14.79608449,5.3291
32438,101.55896962,59.44169054,4.8902
32439,101.56028951,79.56627813,5.5505
32463,101.63507857,8.58716897,5.8572
32474,101.66259616,-10.10736175,5.6531
32480,101.68474601,43.5770249,5.3677
32489,101.70622674,57.16927031,5.5026
32492,101.71289042,-14.42599553,5.2764
32494,101.71955747,-51.26544929,5.5317
32531,101.82795796,-55.54004918,5.7139
32533,101.83268471,8.03728286,4.9161
32537,101.83919512,-37.92967248,5.2453
32558,101.90509853,-8.99850074,5.1604
32562,101.91492024,48.78946091,5.3919
32578,101.9652367,2.41218881,4.6471
32607,102.04807108,-61.94197967,3.3114
32609,102.05096831,55.7044483,5.6455
32617,102.07953312,-1.31883909,5.8221
32677,102.24057616,-15.144711,5.3632
32698,102.3183921,-2.27202797,5.7301
32740,102.42224367,32.60687914,5.8757
32753,102.45768923,16.202913,5.8168
32759,102.46027267,-32.50848753,3.4644
32761,102.46381709,-53.62249222,4.5681
32765,102.477571,-46.61546985,5.2429
32768,102.48390363,-50.61439971,3.1077
32809,102.59072104,-17.08455793,5.9175
32810,102.59729078,-31.70609418,5.7596
32814,102.60624892,13.41319497,5.8628
32844,102.69151338,41.78156552,5.1485
32851,102.70757882,-0.54042726,5.8655
32855,102.71812254,-34.36732048,5.1659
32864,102.73786737,67.57192313,5.0838
32912,102.86241255,-70.96347356,5.3734
32921,102.88770757,21.76123161,5.2794
32968,103.00004915,23.60174249,5.8119
33018,103.19725016,33.96136984,3.6405
33024,103.20619748,8.3804488,5.8251
33048,103.27109234,59.44865477,5.4813
33077,103.32851256,-19.03277891,5.7267
33092,103.38712742,-20.22426362,4.7485
33104,103.42600468,68.88829182,5.0746
33152,103.5331451,-24.18422314,4.0047
33160,103.54783598,-12.03859248,4.2092
33184,103.60273801,-1.12696044,5.4954
33202,103.66080731,13.17801647,4.7265
33248,103.76140943,-20.40485099,5.8223
33277,103.82787814,25.37563636,5.8774
33302,103.90582912,-20.13659349,4.749
33316,103.94554124,-22.94144955,5.2543
33345,104.02769521,-14.0434465,5.118
33347,104.03427624,-17.05424685,4.369
33357,104.06662125,-48.72116444,5.0215
33372,104.10767813,9.9565997,5.8785
33377,104.13358494,46.27398641,5.8284
33384,104.14366808,-79.42018933,5.4744
33449,104.31916037,58.42305978,4.5021
33478,104.39153735,-24.63105615,5.5373
33485,104.40468696,45.09410214,4.9171
33558,104.60460729,-34.11172576,5.018
33575,104.64959747,-25.4141696,5.5362
33579,104.65644415,-28.97208939,1.416
33682,104.96074046,-67.91701197,5.3277
33694,105.01603325,76.97744141,4.695
33715,105.06593506,16.07900536,5.8435
33729,105.09900232,-8.40682459,5.9326
33779,105.21460496,-51.40263373,5.2276
33804,105.27478847,-25.21564567,5.5815
33827,105.3391486,70.80833409,5.846
33856,105.42979889,-27.93484165,3.5847
33878,105.48497129,-5.72208146,5.3014
33914,105.57287657,15.33606903,5.9525
33927,105.60326933,24.21544647,5.3494
33929,105.60634036,17.75545525,5.9755
33937,105.6387266,16.67446495,5.9432
33971,105.72824844,-4.23923813,4.916
33977,105.75613968,-23.83330108,3.005
34000,105.81295588,-59.17813559,5.4586
34033,105.90863815,10.95184559,5.2856
34045,105.93955472,-15.63325849,4.0738
34059,105.97356647,-49.58425785,4.9752
34065,105.98916835,-43.60898402,5.7033
34081,106.01169935,-42.33745367,5.2644
34086,106.02187579,-5.32397109,5.7942
34088,106.02723055,20.57029929,4.1689
34105,106.07632973,-56.74973148,5.1422
34215,106.41250409,9.18583679,5.8898
34267,106.5484602,34.47408672,5.7102
34301,106.66986911,-11.29401908,5.4112
34339,106.77952456,-40.89329571,5.745
34360,106.84412146,-23.84073455,5.7159
34387,106.95618677,7.47129503,5.9066
34440,107.0918434,15.93092609,5.6405
34444,107.09785868,-26.39320762,1.9628
34473,107.17641699,-70.49734589,5.7817
34481,107.18676973,-70.49919404,3.9295
34495,107.21281818,-39.65567373,4.768
34579,107.42928073,-25.23104376,5.6324
34622,107.55700802,-4.23763555,5.0791
34624,107.5805278,-27.49152441,5.6244
34670,107.69791142,-48.93257702,5.275
34693,107.78496456,30.24528088,4.5603
34722,107.84616712,26.85666905,5.7979
34724,107.84846493,-0.30190571,5.5135
34752,107.91371829,39.32054372,5.037
34758,107.92337869,-20.88311571,5.8325
34769,107.96608466,-0.49278066,4.1544
34798,108.05090939,-25.94260951,5.8611
34802,108.06592116,-40.49877862,5.3261
34817,108.10762531,-36.54439917,5.8963
